	data_type	type	sampled_tips	lambda	lambda_min	lambda_max	psi	psi_min	psi_max	upsilon	upsilon_min	upsilon_max	phi	phi_min	phi_max	p	p_min	p_max
6.tree	tree	bd		0.243824	0.235287	0.253359	0.110186	0.0982436	0.122582	0			0.110186			0.0800527	0.0800527	0.0800527
6.tree	tree	real	868	0.21732549863295897			0.05002109802085219			0.2958475019698866			7.696179108653602			0.0800527263791593		
6.tree	tree	bdct		0.217314	0.210554	0.223988	0.0453807	0.0377527	0.0539633	0.258808	0.225952	0.293551	7.66361	6.53648	8.94509	0.0800527	0.0800527	0.0800527
7.tree	tree	real	695	4.145010375346803			0.5945991229103817			0.3465891660012909			117.22910100337562			0.6918901612949524		
7.tree	tree	bdct		4.23962	3.99799	4.48843	0.561011	0.45929	0.678247	0.298152	0.256225	0.342703	130.597	106.381	159.066	0.69189	0.69189	0.69189
7.tree	tree	bd		4.12532	3.90279	4.35421	1.16808	1.0165	1.33383	0			1.16808			0.69189	0.69189	0.69189
8.tree	tree	bdct		1.19052	1.12779	1.25529	0.168077	0.140666	0.199543	0.572586	0.527853	0.61683	35.834	31.742	40.3021	0.708136	0.708136	0.708136
8.tree	tree	bd		1.23985	1.17815	1.30272	0.478168	0.430638	0.528689	0			0.478168			0.708136	0.708136	0.708136
8.tree	tree	real	910	1.2401303143390097			0.17875596586150247			0.58018833536244			32.94692185646167			0.7081355692858959		
9.tree	tree	bdct		1.12995	1.07703	1.18425	0.211017	0.182303	0.243435	0.157307	0.129041	0.188579	55.2153	42.4126	71.1727	0.607558	0.607558	0.607558
9.tree	tree	bd		1.12917	1.07794	1.18156	0.300079	0.265614	0.337261	0			0.300079			0.607558	0.607558	0.607558
9.tree	tree	real	912	1.086261955091591			0.21784929751539928			0.1674302152796227			58.38808032097141			0.6075579650358658		
10.tree	tree	bd		1.36855	1.29577	1.44284	0.433272	0.380082	0.49142	0			0.433272			0.61321	0.61321	0.61321
10.tree	tree	real	688	1.3799117482048662			0.1394486111275333			0.590563196634993			24.67585403126275			0.6132103371497112		
10.tree	tree	bdct		1.37086	1.28993	1.45467	0.123683	0.0978042	0.154196	0.535499	0.484773	0.586304	25.763	22.413	29.5365	0.61321	0.61321	0.61321
11.tree	tree	bd		0.81097	0.773003	0.850039	0.357681	0.324939	0.392001	0			0.357681			0.621841	0.621841	0.621841
11.tree	tree	real	972	0.7706968528652138			0.14553437715264142			0.6153389294302848			18.597752315846275			0.6218410875631225		
11.tree	tree	bdct		0.760718	0.72288	0.799789	0.130331	0.110628	0.153216	0.581522	0.537794	0.624841	21.0721	18.8427	23.5232	0.621841	0.621841	0.621841
12.tree	tree	bdct		0.404244	0.38613	0.42331	0.0519755	0.0416211	0.0643726	0.484199	0.438805	0.529533	15.0345	13.1755	17.0796	0.230576	0.230576	0.230576
12.tree	tree	real	740	0.39570937702577313			0.05359817731358579			0.5041988175819293			16.97968542562831			0.2305764076971598		
12.tree	tree	bd		0.4447	0.425635	0.463765	0.194249	0.173112	0.216179	0			0.194249			0.230576	0.230576	0.230576
13.tree	tree	bd		0.401991	0.383977	0.421056	0.194861	0.172143	0.218698	0			0.194861			0.103644	0.103644	0.103644
13.tree	tree	real	604	0.3406187728807309			0.06517498256437622			0.468183059303172			26.767465533879733			0.1036440680551156		
13.tree	tree	bdct		0.349221	0.334938	0.364474	0.048659	0.0374889	0.0620097	0.415651	0.369378	0.463015	25.5642	22.0279	29.4849	0.103644	0.103644	0.103644
14.tree	tree	bdct		0.491119	0.468145	0.514949	0.054626	0.0454091	0.0660695	0.540065	0.499982	0.580489	22.5001	20.1003	25.1188	0.510026	0.510026	0.510026
14.tree	tree	bd		0.497594	0.476256	0.519518	0.19582	0.176794	0.215843	0			0.19582			0.510026	0.510026	0.510026
14.tree	tree	real	995	0.4921740592733779			0.05337029731026949			0.5215386278186935			23.3561439928391			0.5100255708623461		
15.tree	tree	bdct		0.295374	0.282725	0.308721	0.0421625	0.0350877	0.0507452	0.36348	0.326564	0.401398	18.688	16.331	21.2863	0.30742	0.30742	0.30742
15.tree	tree	bd		0.307729	0.295747	0.320123	0.112169	0.10001	0.124565	0			0.112169			0.30742	0.30742	0.30742
15.tree	tree	real	920	0.29224720138485055			0.04989129209374788			0.4044841089680346			18.568759654176752			0.3074199169651204		
16.tree	tree	bdct		0.892581	0.84034	0.945939	0.10572	0.0860853	0.127653	0.436595	0.389695	0.483912	41.6417	35.6296	48.5161	0.696351	0.696351	0.696351
16.tree	tree	real	716	0.9227416432054583			0.09967592620059594			0.4816961586526157			42.85076553574014			0.6963508579565569		
16.tree	tree	bd		0.88551	0.838002	0.935057	0.261775	0.229687	0.297052	0			0.261775			0.696351	0.696351	0.696351
17.tree	tree	real	826	0.10748303662875539			0.08607379912510206			0.4122064901278984			25.25362369930718			0.3049234242428176		
17.tree	tree	bd		0.126834	0.119953	0.134463	0.11456	0.107463	0.122189	0			0.11456			0.304923	0.304923	0.304923
17.tree	tree	bdct		0.107871	0.101191	0.114546	0.0842833	0.0777768	0.0909585	0.359044	0.318371	0.401607	27.3723	23.6452	31.5165	0.304923	0.304923	0.304923
18.tree	tree	bdct		0.559683	0.535132	0.585418	0.12011	0.100569	0.142042	0.0644087	0.0432749	0.0899913	25.8127	15.9332	41.5848	0.279435	0.279435	0.279435
18.tree	tree	bd		0.558996	0.535019	0.583777	0.146831	0.125754	0.17067	0			0.146831			0.279435	0.279435	0.279435
18.tree	tree	real	623	0.5543539864677643			0.13066505710733858			0.0682053614816841			19.851695379540182			0.2794349183011833		
19.tree	tree	bdct		0.312065	0.299306	0.325412	0.0461737	0.0377037	0.05571	0.571	0.530294	0.611219	19.1036	17.1273	21.2381	0.212778	0.212778	0.212778
19.tree	tree	bd		0.370955	0.355781	0.386208	0.192829	0.176344	0.209992	0			0.192829			0.212778	0.212778	0.212778
19.tree	tree	real	934	0.30565678066648694			0.05421621005875946			0.6257359243472699			19.190614756608298			0.2127776359063259		
20.tree	tree	real	924	0.5174547511973583			0.07655874208925847			0.5562179592769902			7.5308150133989935			0.6805998718367887		
20.tree	tree	bd		0.53664	0.511008	0.563328	0.189929	0.170003	0.210906	0			0.189929			0.6806	0.6806	0.6806
20.tree	tree	bdct		0.525261	0.498126	0.553856	0.0771057	0.0646196	0.0914097	0.473788	0.42752	0.520551	7.80843	6.80105	8.95301	0.6806	0.6806	0.6806
21.tree	tree	real	587	0.5313546200025985			0.07168509223692639			0.2567813857170115			20.555920205450327			0.430859839237855		
21.tree	tree	bd		0.531205	0.50428	0.558846	0.155011	0.132752	0.179803	0			0.155011			0.43086	0.43086	0.43086
21.tree	tree	bdct		0.538638	0.509236	0.569139	0.0728662	0.0582684	0.0900311	0.261003	0.218692	0.306469	20.0032	15.8127	25.1392	0.43086	0.43086	0.43086
22.tree	tree	real	964	0.26368069756311313			0.0733726326676354			0.275732438375851			19.369141927795965			0.1144682995865193		
22.tree	tree	bdct		0.260434	0.252326	0.269015	0.0696577	0.0600027	0.0801474	0.253722	0.222998	0.286517	19.1872	16.3363	22.4383	0.114468	0.114468	0.114468
22.tree	tree	bd		0.293469	0.283187	0.30491	0.142275	0.129031	0.156579	0			0.142275			0.114468	0.114468	0.114468
23.tree	tree	bdct		0.112253	0.1053	0.119882	0.0588938	0.0525617	0.0655692	0.410092	0.35803	0.463091	2.43421	2.02253	2.91477	0.673341	0.673341	0.673341
23.tree	tree	real	786	0.11764717284257634			0.0615090735641631			0.4624882157341891			2.22106514426757			0.6733406247261431		
23.tree	tree	bd		0.121152	0.113643	0.128781	0.0879706	0.0804966	0.0955993	0			0.0879706			0.673341	0.673341	0.673341
24.tree	tree	real	987	0.31854546905184267			0.048352280974209405			0.6295373832004876			15.71940439434254			0.2778350576830717		
24.tree	tree	bd		0.353614	0.33984	0.367914	0.172407	0.157007	0.188617	0			0.172407			0.277835	0.277835	0.277835
24.tree	tree	bdct		0.316961	0.304001	0.330308	0.0400164	0.0327008	0.0485991	0.57834	0.538241	0.617871	15.385	13.8329	17.0548	0.277835	0.277835	0.277835
25.tree	tree	real	523	1.2496439282096272			0.1458251264476028			0.4813568822988866			10.06479191523083			0.2235649170107676		
25.tree	tree	bd		1.31117	1.25167	1.37212	0.421733	0.360102	0.488462	0			0.421733			0.223565	0.223565	0.223565
25.tree	tree	bdct		1.29558	1.22668	1.36797	0.126132	0.0958268	0.164274	0.366857	0.314551	0.421268	11.7671	9.62701	14.3403	0.223565	0.223565	0.223565
26.tree	tree	bdct		0.160645	0.152538	0.169227	0.0706111	0.0624536	0.0791936	0.394353	0.353531	0.436346	27.0552	23.5702	30.92	0.307794	0.307794	0.307794
26.tree	tree	bd		0.187781	0.178296	0.197316	0.121846	0.111461	0.132336	0			0.121846			0.307794	0.307794	0.307794
26.tree	tree	real	835	0.1507670534090856			0.07423771502704131			0.4370079846985676			25.842842153305142			0.30779379268733		
27.tree	tree	real	882	0.22638646166640977			0.048813031885847825			0.2963913669373961			10.245874822218134			0.2825714625226751		
27.tree	tree	bdct		0.231846	0.221927	0.241381	0.0414323	0.0351147	0.0490614	0.258198	0.224915	0.293695	11.4773	9.58324	13.6668	0.282571	0.282571	0.282571
27.tree	tree	bd		0.239657	0.230334	0.249191	0.0828208	0.0738717	0.0923568	0			0.0828208			0.282571	0.282571	0.282571
28.tree	tree	real	882	0.4012926655991707			0.07718839655049543			0.5949551239662139			18.400884785798574			0.1828522234143191		
28.tree	tree	bdct		0.416148	0.39912	0.433307	0.0616381	0.0502685	0.0749888	0.573416	0.530858	0.615908	19.3882	17.3358	21.6019	0.182852	0.182852	0.182852
28.tree	tree	bd		0.494898	0.474641	0.515869	0.265392	0.242154	0.290181	0			0.265392			0.182852	0.182852	0.182852
29.tree	tree	bd		0.367122	0.356396	0.378562	0.135456	0.120225	0.151666	0			0.135456			0.068588	0.068588	0.068588
29.tree	tree	bdct		0.343064	0.33371	0.352597	0.0661979	0.0555014	0.0785948	0.176097	0.14927	0.205062	5.30332	4.3648	6.42369	0.068588	0.068588	0.068588
29.tree	tree	real	997	0.33252661353328195			0.06968949914394637			0.2098639681765229			4.295629994521586			0.0685879636474903		
30.tree	tree	bd		0.247903	0.238258	0.257437	0.0954319	0.0836279	0.107828	0			0.0954319			0.151165	0.151165	0.151165
30.tree	tree	bdct		0.23341	0.224332	0.241991	0.0524888	0.0436391	0.062025	0.192319	0.160015	0.227024	10.0432	8.04139	12.4786	0.151165	0.151165	0.151165
30.tree	tree	real	731	0.24066838010095978			0.06053904040016318			0.186159131079674			10.490163977217152			0.1511653805547074		
31.tree	tree	bd		0.715796	0.680196	0.75201	0.188161	0.165497	0.212952	0			0.188161			0.713816	0.713816	0.713816
31.tree	tree	real	856	0.7673058226354164			0.0868294429319602			0.4004108352506158			37.21140842103513			0.7138162204143779		
31.tree	tree	bdct		0.746825	0.707494	0.786849	0.0731703	0.0602022	0.088428	0.366514	0.327143	0.407344	32.1291	27.72	37.1356	0.713816	0.713816	0.713816
32.tree	tree	bdct		0.309786	0.292296	0.3279	0.0593213	0.048386	0.0707647	0.33865	0.294996	0.384505	23.8238	19.9568	28.2846	0.49832	0.49832	0.49832
32.tree	tree	bd		0.321479	0.304579	0.339593	0.121285	0.10625	0.137496	0			0.121285			0.49832	0.49832	0.49832
32.tree	tree	real	644	0.30724524063414926			0.06010407013470395			0.343098691078461			23.430040782456246			0.4983201969824886		
33.tree	tree	bdct		0.0726925	0.0682117	0.0774605	0.0518314	0.0478602	0.0565995	0.459475	0.416399	0.503287	6.61131	5.76888	7.551	0.612167	0.612167	0.612167
33.tree	tree	real	955	0.07326748210598043			0.05302081767046127			0.5228491104970644			6.527855832024048			0.6121672708040572		
33.tree	tree	bd		0.0799562	0.0750215	0.0847242	0.07345	0.0689219	0.078218	0			0.07345			0.612167	0.612167	0.612167
34.tree	tree	real	980	0.8717211120883953			0.11148838092756438			0.5691302479452334			17.53205820395681			0.4275233211079946		
34.tree	tree	bd		0.895673	0.858104	0.933786	0.358097	0.323922	0.394324	0			0.358097			0.427523	0.427523	0.427523
34.tree	tree	bdct		0.845765	0.806992	0.884833	0.109319	0.0907019	0.130298	0.518977	0.477419	0.561255	19.4296	17.2809	21.7774	0.427523	0.427523	0.427523
35.tree	tree	real	569	1.332791741665446			0.22686937427963716			0.512464186541905			85.82626717149004			0.4824346654680123		
35.tree	tree	bdct		1.33658	1.25636	1.41944	0.207598	0.167247	0.254319	0.481562	0.428892	0.534723	78.9248	66.9952	92.7434	0.482435	0.482435	0.482435
35.tree	tree	bd		1.40774	1.32943	1.48869	0.551305	0.483592	0.624697	0			0.551305			0.482435	0.482435	0.482435
36.tree	tree	bd		1.36419	1.30495	1.42514	0.495011	0.444838	0.547437	0			0.495011			0.523057	0.523057	0.523057
36.tree	tree	real	963	1.3132561596273447			0.13349036153580116			0.5874237150461394			36.379405683575634			0.5230566583731104		
36.tree	tree	bdct		1.3402	1.27481	1.40782	0.136197	0.112432	0.163849	0.555758	0.513425	0.598274	34.2505	30.5745	38.2875	0.523057	0.523057	0.523057
37.tree	tree	real	834	0.28454437767179297			0.26171771837593133			0.0296922104328804			6.547534607791053			0.5405113166629414		
37.tree	tree	bd		0.306035	0.288757	0.324149	0.259588	0.242416	0.277703	0			0.259588			0.540511	0.540511	0.540511
37.tree	tree	bdct		0.305729	0.288469	0.323844	0.258796	0.241173	0.276911	0.00362457	1e-06	0.0289232	51.6909	0.001	500000.0	0.540511	0.540511	0.540511
38.tree	tree	real	953	0.4879524293991611			0.0631003268599411			0.1309588717322675			30.48998723425699			0.495559317184135		
38.tree	tree	bd		0.474429	0.455011	0.494446	0.0885353	0.0769095	0.100932	0			0.0885353			0.495559	0.495559	0.495559
38.tree	tree	bdct		0.485194	0.463443	0.507118	0.0610878	0.0516991	0.0715776	0.12062	0.0970613	0.146383	33.5655	26.1557	42.8446	0.495559	0.495559	0.495559
39.tree	tree	bdct		0.256679	0.244694	0.269074	0.0612696	0.0527942	0.0708058	0.468591	0.428321	0.509069	22.2953	19.7086	25.105	0.440414	0.440414	0.440414
39.tree	tree	real	977	0.250995575220832			0.06619264102071422			0.4935732408835539			20.710468334552193			0.4404144125639775		
39.tree	tree	bd		0.282657	0.270004	0.296004	0.135616	0.123521	0.148012	0			0.135616			0.440414	0.440414	0.440414
40.tree	tree	bdct		0.187313	0.180035	0.194941	0.0493497	0.0410396	0.058886	0.306266	0.266188	0.348269	22.8764	19.2127	27.1314	0.0965813	0.0965813	0.0965813
40.tree	tree	bd		0.222028	0.212531	0.232516	0.115602	0.103068	0.128952	0			0.115602			0.0965813	0.0965813	0.0965813
40.tree	tree	real	656	0.1913372622183995			0.0526936444043451			0.3220652782513936			23.704123015793495			0.096581336707577		
41.tree	tree	bd		2.04838	1.95141	2.14736	0.579345	0.492367	0.674657	0			0.579345			0.300665	0.300665	0.300665
41.tree	tree	bdct		2.11062	1.99474	2.23243	0.186446	0.143706	0.237935	0.331128	0.285857	0.378812	118.696	99.1466	141.017	0.300665	0.300665	0.300665
41.tree	tree	real	541	2.0166881415153104			0.23530635092032257			0.3732487503572964			103.79367719746783			0.3006646610232228		
42.tree	tree	bd		4.02583	3.8293	4.22814	1.75802	1.58558	1.93985	0			1.75802			0.514354	0.514354	0.514354
42.tree	tree	bdct		3.70306	3.50512	3.90829	0.351727	0.281855	0.434667	0.774734	0.730853	0.816092	138.305	124.052	153.75	0.514354	0.514354	0.514354
42.tree	tree	real	807	3.64108948789048			0.4005096059111268			0.7469219628181906			114.96532192023321			0.5143543823042491		
43.tree	tree	bdct		0.148534	0.14277	0.155208	0.0709832	0.0638755	0.0786121	0.153095	0.126782	0.182042	10.6001	8.39865	13.3223	0.146735	0.146735	0.146735
43.tree	tree	real	920	0.14926004238502025			0.0745028865255858			0.1911101122909372			10.767170245720324			0.1467352291955651		
43.tree	tree	bd		0.161969	0.155052	0.168643	0.0935944	0.085637	0.102177	0			0.0935944			0.146735	0.146735	0.146735
44.tree	tree	bd		0.270764	0.261807	0.280298	0.115032	0.10256	0.128382	0			0.115032			0.0892568	0.0892568	0.0892568
44.tree	tree	real	923	0.2489695355365342			0.060024775914737			0.2234013787598401			1.1055875680026175			0.0892568427730131		
44.tree	tree	bdct		0.250238	0.242449	0.258819	0.069638	0.0589133	0.0810813	0.159676	0.129737	0.192501	1.75178	1.39615	2.19509	0.0892568	0.0892568	0.0892568
45.tree	tree	bd		0.310443	0.293521	0.328558	0.114265	0.100992	0.128569	0			0.114265			0.68223	0.68223	0.68223
45.tree	tree	bdct		0.305791	0.288527	0.323905	0.0740789	0.0632313	0.0864758	0.251071	0.20988	0.294953	9.73074	7.70272	12.2751	0.68223	0.68223	0.68223
45.tree	tree	real	725	0.3046537919900531			0.07015302102861638			0.2485087668618153			8.947232529507678			0.6822303348871469		
46.tree	tree	bd		0.597966	0.57523	0.621793	0.266845	0.237249	0.298308	0			0.266845			0.0994536	0.0994536	0.0994536
46.tree	tree	bdct		0.536099	0.517287	0.555162	0.0801739	0.0647102	0.0982922	0.339652	0.301176	0.380279	28.7029	24.7236	33.1404	0.0994536	0.0994536	0.0994536
46.tree	tree	real	748	0.5329078931242662			0.08739445802690936			0.3412956121065064			29.979975555222772			0.0994535560961405		
47.tree	tree	real	856	0.5898012892800403			0.059103760612496885			0.3762011278197053			3.0995486223834288			0.5117489459124712		
47.tree	tree	bd		0.561009	0.536399	0.586744	0.145998	0.127874	0.166023	0			0.145998			0.511749	0.511749	0.511749
47.tree	tree	bdct		0.583269	0.554838	0.612816	0.0611772	0.049894	0.0745278	0.311716	0.269099	0.356078	4.29931	3.59569	5.15146	0.511749	0.511749	0.511749
48.tree	tree	bd		1.4269	1.34196	1.51452	0.443679	0.383157	0.510407	0			0.443679			0.6972	0.6972	0.6972
48.tree	tree	bdct		1.4301	1.34008	1.52343	0.204875	0.165056	0.250642	0.371159	0.321865	0.422744	49.4776	40.9014	59.4865	0.6972	0.6972	0.6972
48.tree	tree	real	581	1.3999579592600275			0.17960700974082633			0.3943575928660735			44.44131985717947			0.6972000454708338		
49.tree	tree	bd		1.07967	1.03543	1.1254	0.439578	0.387326	0.49582	0			0.439578			0.170113	0.170113	0.170113
49.tree	tree	bdct		1.0198	0.973043	1.06839	0.0992492	0.0769896	0.125949	0.442108	0.395479	0.488962	42.0132	36.2245	48.5226	0.170113	0.170113	0.170113
49.tree	tree	real	653	0.9782393824544489			0.09887894365314037			0.4572750494795836			43.42576589025753			0.1701131619651019		
50.tree	tree	bdct		1.0549	1.01579	1.09587	0.125884	0.0966139	0.160211	0.234018	0.197453	0.272915	69.9556	57.3877	84.2512	0.0836195	0.0836195	0.0836195
50.tree	tree	bd		1.08779	1.04852	1.1297	0.376232	0.321266	0.435337	0			0.376232			0.0836195	0.0836195	0.0836195
50.tree	tree	real	597	1.058663652198453			0.1457906144405707			0.2895004357649574			70.16697240897787			0.0836194643661902		
51.tree	tree	real	925	0.8538058293187185			0.12124607435444917			0.5381136564529592			28.309602741820033			0.0530947373862951		
51.tree	tree	bd		1.13444	1.09016	1.18111	0.655987	0.599059	0.715076	0			0.655987			0.0530947	0.0530947	0.0530947
51.tree	tree	bdct		0.871953	0.845586	0.898632	0.109438	0.0874118	0.136138	0.477223	0.438076	0.516534	29.1579	25.9422	32.6828	0.0530947	0.0530947	0.0530947
52.tree	tree	bdct		2.66176	2.55133	2.77495	0.430425	0.359134	0.511453	0.218682	0.183659	0.256069	51.7048	41.5591	63.7921	0.27871	0.27871	0.27871
52.tree	tree	bd		2.71278	2.60817	2.8193	0.80302	0.705117	0.908793	0			0.80302			0.27871	0.27871	0.27871
52.tree	tree	real	790	2.711512507259867			0.40161656908300736			0.2792038341899104			55.58622557337747			0.2787100724208954		
53.tree	tree	real	848	0.6972087712430082			0.07649523663125833			0.4465443012474782			31.345232574984113			0.5715230234020564		
53.tree	tree	bdct		0.722184	0.684857	0.760304	0.0722679	0.0594619	0.0875256	0.437889	0.395982	0.480706	32.2167	28.0422	36.8366	0.571523	0.571523	0.571523
53.tree	tree	bd		0.71167	0.678357	0.745978	0.218244	0.193634	0.244941	0			0.218244			0.571523	0.571523	0.571523
54.tree	tree	bd		0.42289	0.401466	0.444816	0.2072	0.183036	0.232944	0			0.2072			0.224401	0.224401	0.224401
54.tree	tree	real	552	0.3771474280944056			0.12144974386446858			0.3838717403330533			37.23337432050579			0.2244006744721486		
54.tree	tree	bdct		0.378925	0.360471	0.397991	0.0955273	0.0778034	0.115553	0.338374	0.292112	0.386187	42.4339	35.2988	50.6531	0.224401	0.224401	0.224401
55.tree	tree	bd		1.532	1.45874	1.60723	0.662127	0.593044	0.735511	0			0.662127			0.417486	0.417486	0.417486
55.tree	tree	real	738	1.4364999294962613			0.36727145483556145			0.3653581774234494			99.84041385989754			0.4174856097719627		
55.tree	tree	bdct		1.43823	1.36735	1.51061	0.335568	0.284598	0.391816	0.342688	0.301191	0.385696	89.5601	75.8398	105.252	0.417486	0.417486	0.417486
56.tree	tree	real	610	0.7285919322792062			0.08837352561200568			0.5586482107187243			32.83671145411003			0.2074940254941459		
56.tree	tree	bd		0.847521	0.807841	0.888495	0.400429	0.355181	0.448094	0			0.400429			0.207494	0.207494	0.207494
56.tree	tree	bdct		0.756539	0.71891	0.796563	0.0793145	0.0609595	0.102201	0.552492	0.502315	0.602312	27.6224	24.0231	31.6166	0.207494	0.207494	0.207494
57.tree	tree	real	674	0.11048133794588691			0.06727055840260801			0.231706020543896			19.183028431544617			0.5761072961291452		
57.tree	tree	bd		0.110778	0.103917	0.118407	0.0881431	0.0806543	0.0957719	0			0.0881431			0.576107	0.576107	0.576107
57.tree	tree	bdct		0.104042	0.0967964	0.11167	0.0696616	0.0632245	0.0763368	0.257526	0.217288	0.30103	18.0443	14.469	22.3049	0.576107	0.576107	0.576107
58.tree	tree	bd		0.388457	0.369538	0.408477	0.154902	0.136867	0.173973	0			0.154902			0.369752	0.369752	0.369752
58.tree	tree	real	650	0.357242008098327			0.08045818613421038			0.4364271337886039			37.59008517613303			0.3697522637160831		
58.tree	tree	bdct		0.365204	0.345998	0.385223	0.0594747	0.0485107	0.0718718	0.419795	0.37388	0.466257	39.7826	34.283	45.8729	0.369752	0.369752	0.369752
59.tree	tree	bdct		0.439394	0.420557	0.459412	0.0462029	0.0377273	0.0566928	0.0598963	0.041179	0.0819299	27.5621	17.8508	42.2166	0.254557	0.254557	0.254557
59.tree	tree	bd		0.432065	0.414385	0.45113	0.0594022	0.0493643	0.0708456	0			0.0594022			0.254557	0.254557	0.254557
59.tree	tree	real	676	0.4287836541071982			0.058230006884100974			0.0735669430611848			28.946097777659762			0.2545572595103118		
60.tree	tree	real	769	2.3615540541620654			0.7685494348211198			0.1907510314820188			182.43823302412264			0.3250364899095396		
60.tree	tree	bd		2.37896	2.27272	2.48837	1.08781	0.98008	1.20212	0			1.08781			0.325036	0.325036	0.325036
60.tree	tree	bdct		2.26473	2.16304	2.3694	0.801857	0.70566	0.905724	0.163681	0.13363	0.197166	221.899	171.503	283.801	0.325036	0.325036	0.325036
61.tree	tree	bd		0.477611	0.456201	0.499535	0.0821572	0.0720125	0.0936003	0			0.0821572			0.656597	0.656597	0.656597
61.tree	tree	bdct		0.484038	0.461396	0.506915	0.0680971	0.0586616	0.0785868	0.0715626	0.0531131	0.0933228	28.1658	19.978	39.1138	0.656597	0.656597	0.656597
61.tree	tree	real	978	0.48704374127942274			0.06639193650532192			0.0718451971649151			31.88787081011138			0.6565971444266583		
62.tree	tree	bdct		0.409079	0.38995	0.429098	0.0589465	0.0489869	0.0694363	0.129078	0.103363	0.157995	32.2466	24.7461	41.7269	0.440928	0.440928	0.440928
62.tree	tree	bd		0.40372	0.385629	0.422786	0.0851962	0.0733561	0.0985465	0			0.0851962			0.440928	0.440928	0.440928
62.tree	tree	real	761	0.4087432810853264			0.05865642107010617			0.1456502813297867			28.819420684445966			0.4409283653860822		
63.tree	tree	bdct		0.329773	0.31372	0.346934	0.0812237	0.0686887	0.0955276	0.662665	0.618013	0.70615	32.0951	28.8013	35.6749	0.370605	0.370605	0.370605
63.tree	tree	real	831	0.30692880423129465			0.10099123145603933			0.7376420176673969			32.3829289733778			0.3706048326262807		
63.tree	tree	bd		0.400706	0.381189	0.420725	0.240283	0.219719	0.261258	0			0.240283			0.370605	0.370605	0.370605
64.tree	tree	bd		0.609951	0.59211	0.628059	0.171105	0.147184	0.196849	0			0.171105			0.082742	0.082742	0.082742
64.tree	tree	bdct		0.599879	0.581749	0.618941	0.0931564	0.0744371	0.115089	0.134064	0.104214	0.167044	2.47573	1.91928	3.2124	0.082742	0.082742	0.082742
64.tree	tree	real	803	0.595468499169174			0.09238470039686883			0.209497381778607			1.4030032834511357			0.0827419531309609		
65.tree	tree	real	828	0.42376134876719157			0.1855863582910639			0.5990043718983201			15.379258967905058			0.3175562428688411		
65.tree	tree	bdct		0.440573	0.41911	0.462498	0.157041	0.136317	0.179926	0.529072	0.483089	0.575061	13.9042	12.2155	15.7575	0.317556	0.317556	0.317556
65.tree	tree	bd		0.539817	0.514034	0.566505	0.346147	0.318509	0.374748	0			0.346147			0.317556	0.317556	0.317556
